row_id,order_id,order_date,ship_date,ship_mode,customer_id,country_region,city,state_province,postal_code,division,region,product_id,product_name,sales,units,gross_profit,cost,adjusted_lead_time,order_month,order_quarter,order_weekday,order_year,is_holiday_season,profit_margin_pct,profit_per_unit,cost_per_unit,product_popularity_rank,product_revenue_rank,product_profit_rank,region_demand_share,state_revenue_share,is_cross_border,ship_mode_ordinal,factory,factory_lat,factory_lon,region_lat,region_lon,factory_region_distance_km,closest_factory_distance_km,closest_factory_name,distance_vs_closest_ratio,factory_utilization_score
3524,US-2022-164448-CHO-SCR-58000,2024-10-31,2028-04-26,Second Class,164448,United States,Salinas,California,93905,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1273,10,4,3,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.1969014335434916,0,2,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3525,US-2022-132570-CHO-FUD-51000,2024-10-31,2028-04-24,Second Class,132570,United States,Buffalo,New York,14215,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1271,10,4,3,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.2905641504594007,0.10961089090468343,0,2,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
3526,US-2022-164882-CHO-FUD-51000,2024-10-31,2028-04-22,Same Day,164882,United States,Redlands,California,92374,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1269,10,4,3,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.1969014335434916,0,4,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3527,US-2022-164448-CHO-NUT-13000,2024-10-31,2028-04-26,Second Class,164448,United States,Salinas,California,93905,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,48.86,14,34.86,14.0,1273,10,4,3,2024,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.3265647099033929,0.1969014335434916,0,2,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3528,US-2022-164882-CHO-MIL-31000,2024-10-31,2028-04-22,Same Day,164882,United States,Redlands,California,92374,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1269,10,4,3,2024,0,64.92307692307692,2.11,1.14,1,3,3,0.3265647099033929,0.1969014335434916,0,4,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
3529,US-2022-164882-CHO-FUD-51000,2024-10-31,2028-04-22,Same Day,164882,United States,Redlands,California,92374,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1269,10,4,3,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.1969014335434916,0,4,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3530,US-2022-122259-CHO-SCR-58000,2024-10-31,2028-04-26,Standard Class,122259,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1273,10,4,3,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.22596120581762508,0.02349354435346309,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
3531,US-2022-164882-CHO-TRI-54000,2024-10-31,2028-04-22,Same Day,164882,United States,Redlands,California,92374,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1269,10,4,3,2024,0,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.3265647099033929,0.1969014335434916,0,4,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
3532,US-2022-164882-CHO-TRI-54000,2024-10-31,2028-04-22,Same Day,164882,United States,Redlands,California,92374,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1269,10,4,3,2024,0,65.33333333333334,2.45,1.3,3,1,2,0.3265647099033929,0.1969014335434916,0,4,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
3533,US-2022-126739-CHO-NUT-13000,2024-11-01,2028-04-25,Second Class,126739,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1271,11,4,4,2024,1,71.34670487106017,2.49,1.0,5,5,4,0.2905641504594007,0.10961089090468343,0,2,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
3534,US-2022-141740-CHO-MIL-31000,2024-11-01,2028-04-27,Standard Class,141740,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1273,11,4,4,2024,1,64.92307692307692,2.11,1.14,1,3,3,0.2905641504594007,0.10961089090468343,0,1,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
3535,US-2022-113145-CHO-MIL-31000,2024-11-01,2028-04-27,Standard Class,113145,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1273,11,4,4,2024,1,64.92307692307693,2.1100000000000003,1.1400000000000001,1,3,3,0.2905641504594007,0.10961089090468343,0,1,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
3536,US-2022-108119-CHO-NUT-13000,2024-11-01,2028-04-30,Standard Class,108119,United States,Conway,Arkansas,72032,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1276,11,4,4,2024,1,71.34670487106017,2.49,1.0,5,5,4,0.1569099338195813,0.006290853182416052,0,1,Lot's O' Nuts,40.7128,-74.006,30.25,-89.5,1817.6,567.8,Wicked Choccy's,3.2011,0.5584
3537,US-2022-110163-CHO-SCR-58000,2024-11-01,2028-04-26,First Class,110163,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1272,11,4,4,2024,1,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.013542818730201788,0,3,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3538,US-2022-105221-CHO-TRI-54000,2024-11-01,2028-04-25,First Class,105221,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1271,11,4,4,2024,1,65.33333333333334,2.45,1.3,3,1,2,0.2905641504594007,0.05661464585156974,0,3,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
3539,US-2022-113145-CHO-TRI-54000,2024-11-01,2028-04-27,Standard Class,113145,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1273,11,4,4,2024,1,65.33333333333334,2.45,1.3,3,1,2,0.2905641504594007,0.10961089090468343,0,1,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
3540,US-2022-113145-CHO-FUD-51000,2024-11-01,2028-04-27,Standard Class,113145,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,1273,11,4,4,2024,1,66.66666666666667,2.4,1.2,4,4,5,0.2905641504594007,0.10961089090468343,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
3541,US-2022-105221-CHO-MIL-31000,2024-11-01,2028-04-25,First Class,105221,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1271,11,4,4,2024,1,64.92307692307692,2.11,1.14,1,3,3,0.2905641504594007,0.05661464585156974,0,3,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
3542,US-2022-130995-CHO-SCR-58000,2024-11-01,2028-04-28,Standard Class,130995,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1274,11,4,4,2024,1,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.10961089090468343,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
3543,US-2022-113145-CHO-MIL-31000,2024-11-01,2028-04-27,Standard Class,113145,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1273,11,4,4,2024,1,64.92307692307692,2.11,1.14,1,3,3,0.2905641504594007,0.10961089090468343,0,1,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
3544,US-2022-113145-CHO-SCR-58000,2024-11-01,2028-04-27,Standard Class,113145,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1273,11,4,4,2024,1,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.10961089090468343,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
3545,US-2022-168207-CHO-TRI-54000,2024-11-02,2028-04-28,Standard Class,168207,United States,San Diego,California,92105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1273,11,4,5,2024,1,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
3546,US-2022-160227-CHO-FUD-51000,2024-11-02,2028-04-26,First Class,160227,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,39.6,11,26.4,13.2,1271,11,4,5,2024,1,66.66666666666666,2.4,1.2,4,4,5,0.2905641504594007,0.10961089090468343,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
3547,US-2022-100657-CHO-TRI-54000,2024-11-02,2028-04-29,Standard Class,100657,United States,Troy,New York,12180,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1274,11,4,5,2024,1,65.33333333333334,2.45,1.3,3,1,2,0.2905641504594007,0.10961089090468343,0,1,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
3548,US-2022-168207-CHO-NUT-13000,2024-11-02,2028-04-28,Standard Class,168207,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1273,11,4,5,2024,1,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3549,US-2022-130890-CHO-MIL-31000,2024-11-02,2028-04-28,Standard Class,130890,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1273,11,4,5,2024,1,64.92307692307693,2.1100000000000003,1.1400000000000001,1,3,3,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
3550,US-2022-138625-CHO-TRI-54000,2024-11-02,2028-04-27,First Class,138625,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1272,11,4,5,2024,1,65.33333333333334,2.45,1.3,3,1,2,0.1569099338195813,0.022413306811230604,0,3,Wicked Choccy's,29.7604,-95.3698,30.25,-89.5,567.8,567.8,Wicked Choccy's,1.0,0.4073
3551,US-2022-168207-CHO-NUT-13000,2024-11-02,2028-04-28,Standard Class,168207,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,1273,11,4,5,2024,1,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3552,US-2022-141810-CHO-NUT-13000,2024-11-02,2028-04-29,Standard Class,141810,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,1274,11,4,5,2024,1,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.22596120581762508,0.09462368822127068,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
3553,US-2022-168207-CHO-FUD-51000,2024-11-02,2028-04-28,Standard Class,168207,United States,San Diego,California,92105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1273,11,4,5,2024,1,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3554,US-2022-125416-CHO-SCR-58000,2024-11-02,2028-04-24,Same Day,125416,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,1269,11,4,5,2024,1,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.048814873762224875,0,4,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3555,US-2022-141810-CHO-FUD-51000,2024-11-02,2028-04-29,Standard Class,141810,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1274,11,4,5,2024,1,66.66666666666666,2.4,1.2,4,4,5,0.22596120581762508,0.09462368822127068,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
3556,US-2022-162047-CHO-SCR-58000,2024-11-03,2028-04-27,First Class,162047,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,36.0,10,25.0,11.0,1271,11,4,6,2024,1,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.10961089090468343,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
3557,US-2022-140410-CHO-TRI-54000,2024-11-03,2028-04-29,Standard Class,140410,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1273,11,4,6,2024,1,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
3558,US-2022-121041-CHO-SCR-58000,2024-11-03,2028-05-02,Standard Class,121041,United States,Haltom City,Texas,76117,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1276,11,4,6,2024,1,69.44444444444444,2.5,1.1,2,2,1,0.22596120581762508,0.09462368822127068,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
3559,US-2022-140410-CHO-NUT-13000,2024-11-03,2028-04-29,Standard Class,140410,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1273,11,4,6,2024,1,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3560,US-2022-140410-CHO-MIL-31000,2024-11-03,2028-04-29,Standard Class,140410,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,1273,11,4,6,2024,1,64.92307692307692,2.11,1.1400000000000001,1,3,3,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
3561,US-2022-131422-CHO-SCR-58000,2024-11-05,2028-05-01,Standard Class,131422,United States,Monroe,North Carolina,28110,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1273,11,4,1,2024,1,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.1569099338195813,0.024338916982165008,0,1,Lot's O' Nuts,40.7128,-74.006,30.25,-89.5,1817.6,567.8,Wicked Choccy's,3.2011,0.5584
3562,US-2022-118444-CHO-NUT-13000,2024-11-05,2028-05-01,Standard Class,118444,United States,Coral Springs,Florida,33065,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1273,11,4,1,2024,1,71.34670487106017,2.49,1.0,5,5,4,0.1569099338195813,0.03388275501198552,0,1,Lot's O' Nuts,40.7128,-74.006,30.25,-89.5,1817.6,567.8,Wicked Choccy's,3.2011,0.5584
3563,US-2022-136259-CHO-FUD-51000,2024-11-05,2028-04-30,First Class,136259,United States,Lakewood,Ohio,44107,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1272,11,4,1,2024,1,66.66666666666666,2.4,1.2,4,4,5,0.2905641504594007,0.04774140710038246,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
3564,US-2022-144386-CHO-MIL-31000,2024-11-05,2028-05-03,Standard Class,144386,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1275,11,4,1,2024,1,64.92307692307693,2.11,1.14,1,3,3,0.2905641504594007,0.10961089090468343,0,1,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
3565,US-2022-131072-CHO-TRI-54000,2024-11-05,2028-04-27,Same Day,131072,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1269,11,4,1,2024,1,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.3265647099033929,0.048814873762224875,0,4,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
3566,US-2022-103961-CHO-TRI-54000,2024-11-05,2028-05-01,Standard Class,103961,United States,Quincy,Illinois,62301,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1273,11,4,1,2024,1,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.22596120581762508,0.04865836768320856,0,1,Wicked Choccy's,29.7604,-95.3698,39.5,-98.35,1116.6,941.0,Secret Factory,1.1866,0.4073
3567,US-2022-145485-CHO-FUD-51000,2024-11-05,2028-04-27,Same Day,145485,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1269,11,4,1,2024,1,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.1969014335434916,0,4,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3568,US-2022-136259-CHO-SCR-58000,2024-11-05,2028-04-30,First Class,136259,United States,Lakewood,Ohio,44107,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1272,11,4,1,2024,1,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.04774140710038246,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
3569,US-2022-105312-CHO-TRI-54000,2024-11-06,2028-05-01,First Class,105312,United States,Scottsdale,Arizona,85254,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1272,11,4,2,2024,1,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.3265647099033929,0.025302991607705348,0,3,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
3570,US-2022-105312-CHO-SCR-58000,2024-11-06,2028-05-01,First Class,105312,United States,Scottsdale,Arizona,85254,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1272,11,4,2,2024,1,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.3265647099033929,0.025302991607705348,0,3,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
3571,US-2022-102848-CHO-TRI-54000,2024-11-07,2028-05-01,Second Class,102848,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1271,11,4,3,2024,1,65.33333333333334,2.45,1.3,3,1,2,0.3265647099033929,0.1969014335434916,0,2,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
3572,US-2022-162887-CHO-TRI-54000,2024-11-07,2028-05-01,Second Class,162887,United States,Burlington,Vermont,5401,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1271,11,4,3,2024,1,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.2905641504594007,0.0011456893860031655,0,2,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
3573,US-2022-163181-CHO-SCR-58000,2024-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1274,11,4,3,2024,1,69.44444444444444,2.5,1.1,2,2,1,0.22596120581762508,0.09462368822127068,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
3574,US-2022-163181-CHO-SCR-58000,2024-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1274,11,4,3,2024,1,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.22596120581762508,0.09462368822127068,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
3575,US-2022-163181-CHO-MIL-31000,2024-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,1274,11,4,3,2024,1,64.92307692307693,2.1100000000000003,1.1400000000000001,1,3,3,0.22596120581762508,0.09462368822127068,0,1,Wicked Choccy's,29.7604,-95.3698,39.5,-98.35,1116.6,941.0,Secret Factory,1.1866,0.4073
3576,US-2022-105571-CHO-FUD-51000,2024-11-07,2028-05-03,Standard Class,105571,United States,Miami,Florida,33142,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1273,11,4,3,2024,1,66.66666666666666,2.4,1.2,4,4,5,0.1569099338195813,0.03388275501198552,0,1,Lot's O' Nuts,40.7128,-74.006,30.25,-89.5,1817.6,567.8,Wicked Choccy's,3.2011,0.5584
3577,US-2022-105571-CHO-NUT-13000,2024-11-07,2028-05-03,Standard Class,105571,United States,Miami,Florida,33142,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,1273,11,4,3,2024,1,71.34670487106017,2.49,1.0,5,5,4,0.1569099338195813,0.03388275501198552,0,1,Lot's O' Nuts,40.7128,-74.006,30.25,-89.5,1817.6,567.8,Wicked Choccy's,3.2011,0.5584
3578,US-2022-134922-CHO-FUD-51000,2024-11-07,2028-05-03,Standard Class,134922,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1273,11,4,3,2024,1,66.66666666666666,2.4,1.2,4,4,5,0.2905641504594007,0.05661464585156974,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
3579,US-2022-148432-CHO-NUT-13000,2024-11-07,2028-05-02,Second Class,148432,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,1272,11,4,3,2024,1,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.2905641504594007,0.009335280807805527,0,2,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
3580,US-2022-148432-OTH-KAZ-38000,2024-11-07,2028-05-02,Second Class,148432,United States,Newark,Delaware,19711,Other,Atlantic,OTH-KAZ-38000,Kazookles,6.5,2,0.5,6.0,1272,11,4,3,2024,1,7.6923076923076925,0.25,3.0,8,7,9,0.2905641504594007,0.009335280807805527,0,2,The Other Factory,47.6062,-122.3321,35.75,-79.0,3775.4,703.1,Lot's O' Nuts,5.3696,0.0098
3581,US-2022-126669-CHO-MIL-31000,2024-11-07,2028-05-05,Standard Class,126669,United States,Houston,Texas,77036,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1275,11,4,3,2024,1,64.92307692307692,2.11,1.14,1,3,3,0.22596120581762508,0.09462368822127068,0,1,Wicked Choccy's,29.7604,-95.3698,39.5,-98.35,1116.6,941.0,Secret Factory,1.1866,0.4073
3582,US-2022-163181-CHO-MIL-31000,2024-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1274,11,4,3,2024,1,64.92307692307692,2.11,1.14,1,3,3,0.22596120581762508,0.09462368822127068,0,1,Wicked Choccy's,29.7604,-95.3698,39.5,-98.35,1116.6,941.0,Secret Factory,1.1866,0.4073
